category,roots,meaning,word,breakdown,definition,phonetic,example,translation,native_vibe,synonym_nuance,visual_prompt,social_status,emotional_tone,street_usage,collocation,etymon_story,usage_warning,memory_hook,audio_tag
專業法律,conspir,同呼吸,conspiracy,con + spir,共謀罪,/kənˈspɪr.ə.si/,Criminal conspiracy.,犯罪共謀。,,,,,,,,,,,
專業法律,extra-,外部,extradition,extra + dition (給),引渡,/ˌek.strəˈdɪʃ.ən/,Extradition treaty.,引渡條約。,,,,,,,,,,,
專業法律,abscon,藏起來,abscond,ab + scond,潛逃,/æbˈskɑːnd/,Abscond with funds.,攜款潛逃。,,,,,,,,,,,
專業法律,indict,說/宣布,indictment,in + dict,起訴書/控告,/ɪnˈdaɪt.mənt/,Sealed indictment.,秘密起訴書。,,,,,,,,,,,
專業法律,mens,心智,mens rea,mens + rea (罪),犯罪意圖(主觀構成要件),/ˌmenz ˈreɪ.ə/,Lack of mens rea.,缺乏犯罪意圖。,,,,,,,,,,,
專業法律,act,行為,actus reus,actus + reus,犯罪行為(客觀構成要件),/ˌæk.təs ˈreɪ.əs/,Prove the actus reus.,證明犯罪行為。,,,,,,,,,,,
專業法律,alibi,其他地方,alibi,alibi,不在場證明,/ˈæl.ɪ.baɪ/,Solid alibi.,堅實的不在場證明。,,,,,,,,,,,
專業法律,litig,爭論,litigation,litig + ation,訴訟,/ˌlɪt̬.əˈɡeɪ.ʃən/,Civil litigation.,民事訴訟。,,,,,,,,,,,
專業法律,appell,驅使,appellate,appell + ate,上訴的,/əˈpel.ət/,Appellate court.,上訴法院。,,,,,,,,,,,
專業法律,adjud,審判,adjudication,ad + jud,裁決/判定,/əˌdʒuː.dəˈkeɪ.ʃən/,Summary adjudication.,即決裁定。,,,,,,,,,,,
專業法律,arbitr,判斷,arbitration,arbitr + ation,仲裁,/ˌɑːr.bəˈtreɪ.ʃən/,Binding arbitration.,具拘束力仲裁。,,,,,,,,,,,
專業法律,medi,中間,mediation,medi + ation,調解,/ˌmiː.diˈeɪ.ʃən/,Court-ordered mediation.,法院命令調解。,,,,,,,,,,,
專業法律,peti,尋求,petition,peti + tion,請願/訴狀,/pəˈtɪʃ.ən/,Petition for divorce.,離婚訴狀。,,,,,,,,,,,
專業法律,affid,信任/誓言,affidavit,af + fid,宣誓供述書,/ˌæf.əˈdeɪ.vɪt/,Signed an affidavit.,簽署宣誓書。,,,,,,,,,,,
專業法律,sub-,在下,subpoena,sub + poena (罰),傳票/傳喚,/səˈpiː.nə/,Served with a subpoena.,收到傳票。,,,,,,,,,,,
專業法律,plaint,抱怨,plaintiff,plaint + iff,原告,/ˈpleɪn.t̬ɪf/,The plaintiff's attorney.,原告律師。,,,,,,,,,,,
專業法律,defend,打擊/防衛,defendant,defend + ant,被告,/dɪˈfen.dənt/,Counsel for the defendant.,被告辯護人。,,,,,,,,,,,
專業法律,solic,催促,solicitor,solic + itor,律師(英)/法律官,/səˈlɪs.ɪ.t̬ɚ/,Solicitor General.,檢察總長/法律政策專員。,,,,,,,,,,,
專業法律,barr,欄杆,barrister,bar + rister,出庭律師(英),/ˈber.ɪ.stɚ/,Junior barrister.,初級出庭律師。,,,,,,,,,,,
專業法律,testi,見證,testimony,testi + mony,證詞,/ˈtes.tə.moʊ.ni/,Expert testimony.,專家證詞。,,,,,,,,,,,
專業法律,impeac,捕捉,impeachment,im + peach,彈劾/質疑(證人),/ɪmˈpiːtʃ.mənt/,Impeachment of witness.,質疑證人之信賴性。,,,,,,,,,,,
專業法律,injunc,連接/命令,injunction,in + junc,禁制令,/ɪnˈdʒʌŋk.ʃən/,Preliminary injunction.,定暫時狀態處分(假處分)。,,,,,,,,,,,
專業法律,acqui,靜下,acquittal,ad + quit,無罪開釋,/əˈkwɪt.əl/,A judgment of acquittal.,無罪判決。,,,,,,,,,,,
專業法律,convi,戰勝/克服,conviction,con + vict,定罪/有罪判決,/kənˈvɪk.ʃən/,Prior convictions.,前科紀錄。,,,,,,,,,,,
專業法律,plea,請求/平息,plea bargain,plea + bargain,認罪協商,/pliː/,Accept a plea bargain.,接受認罪協商。,,,,,,,,,,,
專業法律,remand,送回,remand,re + mand,發回更審/還押,/rɪˈmænd/,Remand to custody.,還押看守所。,,,,,,,,,,,
專業法律,habeas,擁有(身體),habeas corpus,habeas + corpus,人身保護令,/ˌheɪ.bi.əs ˈkɔːr.pəs/,Writ of habeas corpus.,人身保護令狀。,,,,,,,,,,,
專業法律,sover,在上,sovereignty,sover + eignty,主權,/ˈsɑː.vɚ.ən.ti/,National sovereignty.,國家主權。,,,,,,,,,,,
專業法律,ratifi,確認,ratification,ratify + ication,批准(條約),/ˌræt̬.ə.fəˈkeɪ.ʃən/,Ratification of the treaty.,條約的批准。,,,,,,,,,,,
專業法律,diplom,摺疊(公文),diplomatic,diplom + atic,外交的,/ˌdɪp.ləˈmæt̬.ɪk/,Diplomatic immunity.,外交豁免權。,,,,,,,,,,,
專業法律,immuni,免除,immunity,immun + ity,豁免權,/ɪˈmjuː.nə.t̬i/,Sovereign immunity.,主權豁免。,,,,,,,,,,,
專業法律,pact,約定,compact,com + pact,協約/契約,/ˈkɑːm.pækt/,Mayflower Compact.,五月花號公約。,,,,,,,,,,,
專業法律,civ,公民,civic,civ + ic,公民的,/ˈsɪv.ɪk/,Civic duty.,公民義務。,,,,,,,,,,,
專業法律,popul,人民,popular sovereignty,popul + ar,人民主權,/ˈpɑː.pjə.lɚ/,Theory of popular sovereignty.,人民主權論。,,,,,,,,,,,
專業法律,liber,自由,liberty,liber + ty,自由,/ˈlɪb.ɚ.t̬i/,Deprivation of liberty.,剝奪自由。,,,,,,,,,,,
專業法律,due,應得,due process,due + process,正當程序,/ˌduː ˈprɑː.ses/,Due process of law.,正當法律程序。,,,,,,,,,,,
專業法律,equal,平等,equal protection,equal + protection,平等保護,/ˈiː.kwəl/,Equal protection clause.,平等保護條款。,,,,,,,,,,,
專業法律,amend,修復,amendment,a + mend,修正案,/əˈmend.mənt/,First Amendment.,第一修正案。,,,,,,,,,,,
專業法律,veto,我禁止,veto,veto,否決權,/ˈviː.t̬oʊ/,Presidential veto.,總統否決權。,,,,,,,,,,,
專業法律,execu,執行,executive order,execu + tive,行政命令,/ɪɡˈzek.jə.t̬ɪv/,Issue an executive order.,發布行政命令。,,,,,,,,,,,
專業法律,nomin,名字,nomination,nomin + ation,提名,/ˌnɑː.məˈneɪ.ʃən/,Judicial nomination.,法官提名。,,,,,,,,,,,
專業法律,confir,堅固,confirmation,con + firm,認可/任命同意,/ˌkɑːn.fɚˈmeɪ.ʃən/,Senate confirmation.,參議院同意權。,,,,,,,,,,,
專業法律,supr,在上,supremacy,suprem + acy,至高無上/優越,/suːˈprem.ə.si/,Supremacy clause.,憲法優越條款。,,,,,,,,,,,
專業法律,deleg,選出/委派,delegation,de + leg,委任/代表團,/ˌdel.əˈɡeɪ.ʃən/,Delegation of power.,權力委任。,,,,,,,,,,,
專業法律,repub,人民的事,republicanism,re + pub (人),共和主義,/rɪˈpʌb.lɪ.kən.ɪ.zəm/,Principles of republicanism.,共和主義原則。,,,,,,,,,,,
專業法律,prohib,阻擋,prohibition,pro + hib (持),禁止/禁令,/ˌproʊ.hɪˈbɪʃ.ən/,Legal prohibition.,法律禁令。,,,,,,,,,,,
必備形容詞,organ-,有條理的,Organized,Or-gan-ized,能夠有效地規劃並安排事物，使之井然有序。,/ˈɔːrɡənaɪzd/,An organized student keeps their notes and schedule in perfect order.,一個有條理的學生會把他們的筆記和課表整理得井然有序。,,,,,,,,,,,
必備形容詞,diligere,勤奮的,Diligent,Dil-i-gent,表現出細心和勤勉的努力；認真地工作。,/ˈdɪlɪdʒənt/,Diligent study habits are crucial for academic success in high school.,勤奮的學習習慣對於高中學業成功至關重要。,,,,,,,,,,,
必備形容詞,cura,好奇的,Curious,Cu-ri-ous,渴望學習或知道某事；對新鮮事物充滿興趣。,/ˈkjʊəriəs/,A curious mind will explore subjects beyond what's taught in class.,好奇的心會探索課堂之外的科目。,,,,,,,,,,,
必備形容詞,re-+source,足智多謀的,Resourceful,Re-source-ful,能夠迅速有效地找到解決困難的方法或手段。,/rɪˈsɔːrsfl/,"A resourceful student can always find information, even without internet access.",足智多謀的學生即使沒有網路也能找到資料。,,,,,,,,,,,
必備形容詞,ad-+aptare,適應力強的,Adaptable,A-dap-ta-ble,能夠輕易地適應新的條件、環境或要求。,/əˈdæptəbl/,Being adaptable helps students adjust to new teachers and changing schedules.,適應力強有助於學生適應新老師和變動的課表。,,,,,,,,,,,
必備形容詞,punctus,準時的,Punctual,Punc-tu-al,準時的；按時到達或完成的。,/ˈpʌŋktʃuəl/,Arriving punctual for classes shows respect for your teachers and peers.,上課準時顯示了對老師和同學的尊重。,,,,,,,,,,,
必備形容詞,con-+laborare,合作的,Collaborative,Col-lab-o-ra-tive,關於或涉及與他人一起工作的。,/kəˈlæbərətɪv/,Collaborative projects teach students valuable teamwork skills.,合作專案教導學生寶貴的團隊合作技能。,,,,,,,,,,,
必備形容詞,re-+salire,有韌性的,Resilient,Re-sil-ient,能夠從困難中迅速恢復過來。,/rɪˈzɪliənt/,A resilient student won't give up after receiving a low test score.,有韌性的學生在考低分後不會放棄。,,,,,,,,,,,
必備形容詞,pro-+act,積極主動的,Proactive,Pro-ac-tive,透過預測和準備而非僅僅做出反應來創造或控制局勢。,/ˌproʊˈæktɪv/,Being proactive in your studies means starting assignments early.,在學習上積極主動意味著提早開始作業。,,,,,,,,,,,
必備形容詞,movere,有動力的,Motivated,Mo-ti-vat-ed,感到有動力去做某事。,/ˈmoʊtɪveɪtɪd/,A motivated student seeks out extra credit opportunities.,有動力的學生會尋找額外加分的機會。,,,,,,,,,,,
必備形容詞,com-+prehendere,全面的,Comprehensive,Com-pre-hen-sive,包含或包括了幾乎所有相關的方面或細節。,/ˌkɑːmprɪˈhensɪv/,A comprehensive study guide covers all the topics for the final exam.,一份全面的學習指南涵蓋了期末考的所有主題。,,,,,,,,,,,
必備形容詞,durare,耐用的,Durable,Du-ra-ble,能夠長時間使用而不易損壞的。,/ˈdʊrəbl/,Investing in a durable backpack will save you money in the long run.,投資一個耐用的背包從長遠來看會為你省錢。,,,,,,,,,,,
必備形容詞,portare,便攜的,Portable,Por-ta-ble,能夠輕易地攜帶或移動的。,/ˈpɔːrtəbl/,A portable laptop is essential for students who study in various locations.,對於在不同地點學習的學生來說，一台便攜式筆記型電腦是必不可少的。,,,,,,,,,,,
必備形容詞,vertere,多功能的,Versatile,Ver-sa-tile,能夠用於許多不同功能或在許多不同領域工作。,/ˈvɜːrsətl/,A versatile notebook can be used for multiple subjects or purposes.,一本多功能筆記本可以用於多個科目或目的。,,,,,,,,,,,
必備形容詞,ex-+facere,高效率的,Efficient,Ef-fi-cient,以最少的時間、金錢或精力做某事。,/ɪˈfɪʃnt/,Learning efficient study methods can save a lot of time.,學習高效率的學習方法可以省下很多時間。,,,,,,,,,,,
必備形容詞,en-+gager,專注投入的,Engaged,En-gaged,積極參與並保持興趣的。,/ɪnˈɡeɪdʒd/,An engaged student actively participates in class discussions.,一位專注投入的學生會積極參與課堂討論。,,,,,,,,,,,
必備形容詞,ana-+lysis,分析性的,Analytical,An-a-lyt-i-cal,運用分析和邏輯推理的能力。,/ˌænəˈlɪtɪkl/,Developing analytical skills is key for understanding complex subjects.,培養分析能力是理解複雜科目的關鍵。,,,,,,,,,,,
必備形容詞,in-+de-+pendere,獨立的,Independent,In-de-pen-dent,不需要他人幫助或支持就能夠完成任務。,/ˌɪndɪˈpendənt/,High school encourages students to become more independent learners.,高中鼓勵學生發展成為更獨立的學習者。,,,,,,,,,,,
必備形容詞,focus,專心的,Focused,Fo-cused,能夠將注意力集中在特定事物上而不受干擾。,/ˈfoʊkəst/,A focused study session is more productive than a distracted one.,專心的學習時段比分心的時段更有成效。,,,,,,,,,,,
必備形容詞,re-+ligare,可靠的,Reliable,Re-li-a-ble,值得信任或依賴的；表現出一致的良好品質或表現。,/rɪˈlaɪəbl/,A reliable classmate always completes their part of group projects.,一個可靠的同學總是會完成他們在團體專案中的那一部分。,,,,,,,,,,,
生活哲學用詞,"pro-, gress-",forward; step/go,progress,pro- + gress-,forward or onward movement towards a destination,/ˈprəʊɡrɛs/,We are making good progress on the project.,"進步, 進展",,,,,,,,,,,
生活哲學用詞,"pro-, claim-","forth, before; cry out",proclaim,pro- + claim-,announce officially or publicly,/prəˈkleɪm/,The king will proclaim a new law.,"宣布, 聲明",,,,,,,,,,,
生活哲學用詞,"pro-, sper-","forward, for; hope, success",prosperity,pro- + sper- + ity,"the state of being successful, especially in material terms; flourishing",/prɒˈspɛrəti/,The country experienced a period of economic prosperity.,"繁榮, 興盛",,,,,,,,,,,
生活哲學用詞,"pro-, duc-","forward, forth; lead, make",productive,pro- + duc- + tive,producing or tending to produce a good or useful result,/prəˈdʌktɪv/,It was a very productive meeting.,"多產的, 富有成效的",,,,,,,,,,,
生活哲學用詞,"pro-, vis-","before, for; see, provide",provisional,pro- + vis- + ion + al,"arranged or existing for the present, possibly to be changed later",/prəˈvɪʒənl/,The government formed a provisional administration.,"臨時的, 暫時的",,,,,,,,,,,
生活哲學用詞,"pro-, pon-","for; put, place",proponent,pro- + pon- + ent,"a person who advocates a theory, proposal, or project",/prəˈpəʊnənt/,He is a strong proponent of environmental protection.,"支持者, 倡導者",,,,,,,,,,,
生活哲學用詞,"ad- (ap-), prop-","to, toward; one's own, proper",appropriate,ad- + prop- + priate,"suitable or proper in the circumstances; also, take (something) for one's own use",/əˈprəʊpriət/,Please use appropriate language.,"適當的, 挪用",,,,,,,,,,,
生活哲學用詞,"pro-, pel-","forward; drive, push",propel,pro- + pel-,"drive, push, or cause to move in a particular direction",/prəˈpɛl/,The engine propels the car forward.,"推動, 驅動",,,,,,,,,,,
生活哲學用詞,prob-,"good, honest, test",probity,prob- + ity,the quality of having strong moral principles; honesty and decency,/ˈprəʊbɪti/,The judge's probity was beyond question.,"誠實, 正直",,,,,,,,,,,
生活哲學用詞,"pro-, ject-",forward; throw,projectile,pro- + ject- + ile,a missile designed to be fired from a gun or other weapon,/prəˈdʒɛktaɪl/,The archer fired a projectile at the target.,"投擲物, 拋射體",,,,,,,,,,,
生活哲學用詞,"pro-, fic-","forward, thoroughly; make, do",proficient,pro- + fic- + ient,competent or skilled in doing or using something,/prəˈfɪʃnt/,She is proficient in several languages.,"精通的, 熟練的",,,,,,,,,,,
生活哲學用詞,"pro-, gress-","forward; step, go",progressive,pro- + gress- + ive,happening or developing steadily; favoring or implementing social reform or new liberal ideas,/prəˈɡrɛsɪv/,He holds progressive views on education.,"進步的, 漸進的",,,,,,,,,,,
生活哲學用詞,"pro-, voc-","forth, before; call",provocative,pro- + voc- + ative,"causing annoyance, anger, or another strong reaction, especially deliberately",/prəˈvɒkətɪv/,His comments were deliberately provocative.,"煽動性的, 挑釁的",,,,,,,,,,,
生活哲學用詞,prox-,"near, nearest",proximal,prox- + imal,situated nearer to the center of the body or the point of attachment,/ˈprɒksɪml/,The proximal end of the bone is closer to the torso.,"近端的, 靠近中心的",,,,,,,,,,,
生活哲學用詞,"prote-, ur-",protein; urine,proteinuria,prote- + ur- + ia,"the presence of abnormal quantities of protein in the urine, which may indicate damage to the kidneys",/ˌprəʊtiˈnʊəriə/,Proteinuria is a symptom of kidney disease.,蛋白尿,,,,,,,,,,,
生活哲學用詞,"pro-, ject-",forward; throw,projection,pro- + ject- + ion,an estimate or forecast of future situation or trend based on present data,/prəˈdʒɛkʃn/,The company's sales projections are optimistic.,"預測, 投射",,,,,,,,,,,
生活哲學用詞,"prob-, abil-","prove, test, good; able, capacity",probability,prob- + abil- + ity,the extent to which something is probable; the likelihood of something happening,/ˌprɒbəˈbɪləti/,The probability of rain is high.,"可能性, 機率",,,,,,,,,,,
生活哲學用詞,"pro-, kary-","before, first; nucleus",prokaryote,pro- + kary- + ote,a microscopic single-celled organism that has neither a distinct nucleus with a membrane,/ˌprəʊˈkærioʊt/,Bacteria are examples of prokaryotes.,原核生物,,,,,,,,,,,
生活哲學用詞,"proto-, zo-",first; animal,protozoa,proto- + zo- + a,"a diverse group of single-celled eukaryotes, many of which are motile",/ˌprəʊtəˈzoʊə/,Amoebas and paramecia are types of protozoa.,原生動物,,,,,,,,,,,
生活哲學用詞,"back-, propag-","backward; spread, propagate",backpropagation,back- + propag- + ation,(in neural networks) a method of training artificial neural networks by adjusting the weights,/ˌbækˌprɒpəˈɡeɪʃn/,Backpropagation is a key algorithm in training deep learning models.,反向傳播,,,,,,,,,,,
生活哲學用詞,"re- (back), cede (go)",經濟衰退,recession,re- + cess + -ion,指經濟活動普遍且持續性地下降，通常伴隨著GDP下降、失業率上升等現象。,/rɪˈsɛʃən/,The country is currently experiencing a deep economic recession.,該國目前正經歷一場嚴峻的經濟衰退。,,,,,,,,,,,
生活哲學用詞,"con- (with), tempor (time)",當代的；同時代的,contemporary,con- + tempor + -ary,指屬於或發生於現在這個時代的，或是與某人/某事處於同一時代的。,/kənˈtɛmpərɛri/,Contemporary art often challenges traditional ideas.,當代藝術常挑戰傳統觀念。,,,,,,,,,,,
生活哲學用詞,"ex- (out), pand (spread)",擴張；膨脹,expand,ex- + pand,指體積、範圍或數量增加，變得更大或更廣。,/ɪkˈspænd/,The company plans to expand its operations into new markets.,該公司計畫將業務擴展到新市場。,,,,,,,,,,,
生活哲學用詞,"in- (into), sight (see)",洞察力；見解,insight,in- + sight,指深入理解某事物本質或其內部運作方式的能力或結果。,/ˈɪnsaɪt/,Her presentation offered valuable insights into the problem.,她的簡報對這個問題提供了寶貴的見解。,,,,,,,,,,,
生活哲學用詞,"sub- (under), statu (place)",替代；代替,substitute,sub- + stitu + -te,指用某人或某物來取代另一個人或物。,/ˈsʌbstɪtjuːt/,We had to substitute a new player for the injured one.,我們不得不找一名新球員來代替受傷的那位。,,,,,,,,,,,
生活哲學用詞,"trans- (across), form (shape)",轉變；改變,transform,trans- + form,指徹底改變某人或某物的形式、性質或外觀。,/trænsˈfɔːrm/,Technology has transformed the way we communicate.,科技已經改變了我們溝通的方式。,,,,,,,,,,,
生活哲學用詞,"inter- (between), act (do)",互動；交流,interact,inter- + act,指兩個人或事物之間相互影響或作用。,/ˌɪntərˈækt/,Children learn best when they can interact with their environment.,孩子們在與環境互動時學習效果最好。,,,,,,,,,,,
生活哲學用詞,"pre- (before), dict (say)",預測；預言,predict,pre- + dict,指根據現有資訊或經驗，說明未來可能發生的事情。,/prɪˈdɪkt/,It's difficult to predict the outcome of the election.,預測選舉結果是很困難的。,,,,,,,,,,,
生活哲學用詞,"ob- (against), sta (stand)",障礙；阻礙,obstacle,ob- + sta + -cle,指阻礙進展或行動的人或事。,/ˈɒbstəkl/,Lack of funding proved to be a major obstacle to the project.,資金不足被證明是該專案的一大障礙。,,,,,,,,,,,
生活哲學用詞,"de- (down), cresc (grow)",減少；降低,decrease,de- + creas + -e,指數量、程度或強度變小。,/dɪˈkriːs/,The number of students enrolling in the program has decreased.,報名參加該課程的學生人數已經減少。,,,,,,,,,,,
生活哲學用詞,"per- (through), sist (stand)",堅持；持續,persist,per- + sist,指在困難或反對面前仍堅持下去，或持續存在。,/pərˈsɪst/,"If you persist, you will eventually succeed.",如果你堅持下去，最終會成功。,,,,,,,,,,,
生活哲學用詞,"ad- (to), apt (fit)",適應；改編,adapt,ad- + apt,指改變自己以適應新的條件或環境，或將某物修改以用於新的目的。,/əˈdæpt/,It takes time to adapt to a new culture.,適應新文化需要時間。,,,,,,,,,,,
生活哲學用詞,"dis- (apart), trib (give)",分發；分配,distribute,dis- + tribut + -e,指將某物散佈或給予許多人或地方。,/dɪˈstrɪbjuːt/,The charity plans to distribute food to the needy.,慈善機構計畫向有需要的人分發食物。,,,,,,,,,,,
生活哲學用詞,"ab- (away from), norm (rule)",不正常的；反常的,abnormal,ab- + norm + -al,指與一般或正常情況不同，有異常或不規則的。,/æbˈnɔːrml/,The doctor found some abnormal cells in the test results.,醫生在檢測結果中發現了一些異常細胞。,,,,,,,,,,,
生活哲學用詞,uni- (one),獨特的；唯一的,unique,uni- + -que,指只有一個，沒有相同的，或非常特殊不尋常。,/juːˈniːk/,Each person has a unique set of fingerprints.,每個人都有一套獨特的指紋。,,,,,,,,,,,
生活哲學用詞,"bi- (two), lingu (tongue/language)",雙語的,bilingual,bi- + lingu + -al,指能夠說兩種語言，或涉及兩種語言的。,/baɪˈlɪŋɡwəl/,Learning another language can make you bilingual.,學習另一種語言可以讓你成為雙語者。,,,,,,,,,,,
生活哲學用詞,"multi- (many), medi (middle/means)",多媒體,multimedia,multi- + medi + -a,指結合了多種媒體形式（如文字、音訊、視訊、動畫）的內容。,/ˌmʌltiˈmiːdiə/,The presentation included multimedia elements like videos and animations.,該演示文稿包含了影片和動畫等多媒體元素。,,,,,,,,,,,
生活哲學用詞,"auto- (self), mat (act/move)",自動的,automatic,auto- + mat + -ic,指無需人工操作即可自行運作的。,/ˌɔːtəˈmætɪk/,The doors are automatic and open as you approach.,門是自動的，當你靠近時會打開。,,,,,,,,,,,
生活哲學用詞,"counter- (against/opposite), part (piece)",對應物；對等人物,counterpart,counter- + part,指在不同地點或不同情況下，與另一個人或物具有相同職能或地位的人或物。,/ˈkaʊntərpɑːrt/,The president met with his French counterpart to discuss trade.,總統會見了法國總統，討論貿易問題。,,,,,,,,,,,
生活哲學用詞,(none - basic English),單字；詞,word,word,指一種或多種語音的組合，具有意義，是語言的基本單位。,/wɜːrd/,Please use your own words to explain the concept.,請用你自己的話來解釋這個概念。,,,,,,,,,,,
生活哲學用詞,"vis- (see), -ize (make/do)",視覺化；想像,visualize,visu- + al + -ize,指在心中形成一個影像或圖像。,/ˈvɪʒuəlaɪz/,Try to visualize yourself achieving your goals.,試著想像自己達成目標。,,,,,,,,,,,
生活哲學用詞,aud- (hear),觀眾；聽眾,audience,aud- + -ience,指一群聚集在一起觀看或聆聽表演、演講等的人。,/ˈɔːdiəns/,The audience applauded loudly at the end of the concert.,音樂會結束時，觀眾熱烈鼓掌。,,,,,,,,,,,
生活哲學用詞,"spect- (look), -ular (related to)",壯觀的；引人注目的,spectacular,spect- + ac + -ular,指非常引人注目、令人印象深刻或美麗的。,/spɛkˈtækjələr/,The fireworks display was truly spectacular.,煙火表演真是壯觀。,,,,,,,,,,,
生活哲學用詞,"contra- (against), dict (say)",反駁；矛盾,contradict,contra- + dict,指與某人說法或陳述相反，或與某事不一致。,/ˌkɒntrəˈdɪkt/,His actions often contradict his words.,他的行為常常與他的言語矛盾。,,,,,,,,,,,
生活哲學用詞,"ad- (to), voc (call/voice)",提倡；主張,advocate,ad- + voc + -ate,指公開支持或推薦某項事業、政策或觀點。,/ˈædvəkeɪt/,She advocates for human rights and social justice.,她倡導人權和社會正義。,,,,,,,,,,,
生活哲學用詞,"sens- (feel), -ive (quality of)",敏感的；體貼的,sensitive,sens- + -itive,指對外部刺激或他人的情感容易產生反應的；或能察覺細微差別的。,/ˈsɛnsətɪv/,He is very sensitive to criticism.,他對批評很敏感。,,,,,,,,,,,
生活哲學用詞,"sym- (with/together), path (feeling)",同情；同感,sympathy,sym- + path + -y,指理解並分享他人的感受，特別是悲傷或痛苦。,/ˈsɪmpəθi/,I expressed my sympathy to the family for their loss.,我向那家人表達了對他們損失的同情。,,,,,,,,,,,
生活哲學用詞,"phil- (love), soph (wisdom)",哲學,philosophy,phil- + soph + -y,指對存在、知識、價值觀、理性、心靈和語言等基本問題的探討。,/fɪˈlɒsəfi/,He studied ancient Greek philosophy.,他研究古希臘哲學。,,,,,,,,,,,
生活哲學用詞,"anthrop- (human), logy (study of)",人類學,anthropology,anthrop- + -ology,指研究人類、人類行為、社會和文化的科學。,/ˌænθrəˈpɒlədʒi/,Anthropology explores the diversity of human cultures.,人類學探索人類文化的多元性。,,,,,,,,,,,
生活哲學用詞,"psych- (mind), logy (study of)",心理學,psychology,psych- + -ology,指研究心智和行為的科學。,/saɪˈkɒlədʒi/,She decided to major in psychology at university.,她決定在大學主修心理學。,,,,,,,,,,,
生活哲學用詞,"memor (remember), -ial (related to)",紀念碑；紀念物,memorial,memor + -ial,指旨在提醒人們紀念某人或某事的建築物或物品。,/məˈmɔːriəl/,A memorial was built to honor the fallen soldiers.,人們建造了一座紀念碑以紀念陣亡將士。,,,,,,,,,,,
生活哲學用詞,"soci- (companion), -able (capable of)",好交際的；友善的,sociable,soci + -able,指喜歡與他人交往，善於社交的。,/ˈsoʊʃəbl/,He's a very sociable person and makes friends easily.,他是個非常善於社交的人，很容易交到朋友。,,,,,,,,,,,
生活哲學用詞,"re- (again), cogn (know)",認出；承認,recognize,re- + cogn + -ize,指看到或聽到某人或某事後知道其身份；或承認某事屬實或合法。,/ˈrɛkəɡnaɪz/,I didn't recognize her at first because she had changed so much.,我一開始沒認出她，因為她改變了很多。,,,,,,,,,,,
生活哲學用詞,"in- (not), cred (believe), -ible (able to)",難以置信的；極好的,incredible,in- + cred + -ible,指難以相信的，或非常棒、令人驚訝的。,/ɪnˈkrɛdəbl/,The view from the mountain top was incredible.,山頂的景色令人難以置信。,,,,,,,,,,,
生活哲學用詞,"ad- (to), cert (sure), -ain (verb suffix)",查明；確定,ascertain,as- + cert + -ain,指通過調查或詢問來確定事實。,/ˌæsərˈteɪn/,It's important to ascertain the facts before making a decision.,在做決定之前，查明事實很重要。,,,,,,,,,,,
生活哲學用詞,jur- (oath/law),陪審團,jury,jur + -y,指在法庭上聽取證據並做出裁決的一群公民。,/ˈdʒʊri/,The jury delivered a unanimous verdict.,陪審團一致裁定。,,,,,,,,,,,
生活哲學用詞,gen- (birth/create),產生；引起,generate,gen- + er + -ate,指創造或生產某物，特別是能量或思想。,/ˈdʒɛnəreɪt/,The new policy is expected to generate more jobs.,新政策預計將創造更多就業機會。,,,,,,,,,,,
生活哲學用詞,vit- (life),至關重要的；有活力的,vital,vit + -al,指對於生存、成功或運作來說極其重要或不可或缺的。,/ˈvaɪtl/,Water is vital for all living things.,水對所有生物至關重要。,,,,,,,,,,,
生活哲學用詞,"im- (not), mort (death)",不朽的；永生的,immortal,im- + mort + -al,指不會死亡，永遠存在的。,/ɪnˈmɔːrtl/,Many ancient myths tell stories of immortal gods.,許多古老神話講述了不朽之神的故事。,,,,,,,,,,,
生活哲學用詞,"bio- (life), logy (study of)",生物學,biology,bio- + -ology,指研究生命、生物及其生命過程的科學。,/baɪˈɒlədʒi/,She has a strong interest in marine biology.,她對海洋生物學有濃厚的興趣。,,,,,,,,,,,
生活哲學用詞,"eco- (house/management), nom (manage/law)",經濟；經濟體,economy,eco- + nom + -y,指一個國家或地區生產、分配和消費商品和服務的系統。,/ɪˈkɒnəmi/,The global economy is facing several challenges.,全球經濟正麵臨數項挑戰。,,,,,,,,,,,
生活哲學用詞,"geo- (earth), graph (write/draw)",地理學,geography,geo- + graph + -y,指研究地球表面的物理特徵、人類活動及其相互關係的科學。,/dʒiˈɒɡrəfi/,Geography helps us understand different landscapes and cultures.,地理學幫助我們理解不同的地貌和文化。,,,,,,,,,,,
生活哲學用詞,"astro- (star), naut (sailor)",太空人；宇航員,astronaut,astro- + naut,指接受過太空旅行訓練並在太空船上飛行的人。,/ˈæstrənɔːt/,The astronaut described her experience of seeing Earth from space.,太空人描述了她從太空看到地球的經歷。,,,,,,,,,,,
生活哲學用詞,"de- (remove), hydr (water)",脫水；使乾燥,dehydrate,de- + hydr + -ate,指從某物中去除水分；或因失去水分而虛弱。,/diːˈhaɪdreɪt/,It's important to drink water regularly to avoid dehydrating.,定期飲水以避免脫水是很重要的。,,,,,,,,,,,
生活哲學用詞,"therm- (heat), meter (measure)",溫度計,thermometer,therm- + o + meter,指測量溫度的儀器。,/θərˈmɒmɪtər/,She used a thermometer to check her temperature.,她用溫度計量了她的體溫。,,,,,,,,,,,
